Brand,Model,Series,RAM,Storage,Cashify Price (INR),Cashify + 3% Price (INR),Cashify Link
"OnePlus","OnePlus Nord CE 6 Lite","Nord Series","6 GB","64 GB",17900,18437,"https://www.cashify.in/sell-old-mobile-phone/used-oneplus-nord-ce-6-lite-6-gb-64-gb"
"OnePlus","OnePlus Nord CE 6 Lite","Nord Series","6 GB","128 GB",11900,12257,"https://www.cashify.in/sell-old-mobile-phone/used-oneplus-nord-ce-6-lite-6-gb-128-gb"
"OnePlus","OnePlus Nord CE 6 Lite","Nord Series","6 GB","256 GB",17900,18437,"https://www.cashify.in/sell-old-mobile-phone/used-oneplus-nord-ce-6-lite-6-gb-256-gb"
"OnePlus","OnePlus Nord CE 6 Lite","Nord Series","8 GB","32 GB",19100,19673,"https://www.cashify.in/sell-old-mobile-phone/used-oneplus-nord-ce-6-lite-8-gb-32-gb"
"OnePlus","OnePlus Nord CE 6 Lite","Nord Series","8 GB","64 GB",19100,19673,"https://www.cashify.in/sell-old-mobile-phone/used-oneplus-nord-ce-6-lite-8-gb-64-gb"
"OnePlus","OnePlus Nord CE 6 Lite","Nord Series","8 GB","128 GB",13100,13493,"https://www.cashify.in/sell-old-mobile-phone/used-oneplus-nord-ce-6-lite-8-gb-128-gb"
"OnePlus","OnePlus Nord CE 6 Lite","Nord Series","8 GB","256 GB",19100,19673,"https://www.cashify.in/sell-old-mobile-phone/used-oneplus-nord-ce-6-lite-8-gb-256-gb"
"Xiaomi","Redmi 10","Redmi Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-6-gb-128-gb"
"Xiaomi","Redmi 10","Redmi Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-6-gb-256-gb"
"Xiaomi","Redmi 10","Redmi Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-6-gb-512-gb"
"Xiaomi","Redmi 10","Redmi Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-8-gb-128-gb"
"Xiaomi","Redmi 10","Redmi Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-8-gb-256-gb"
"Xiaomi","Redmi 10","Redmi Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-8-gb-512-gb"
"Xiaomi","Redmi 10","Redmi Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-12-gb-128-gb"
"Xiaomi","Redmi 10","Redmi Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-12-gb-256-gb"
"Xiaomi","Redmi 10","Redmi Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10-12-gb-512-gb"
"Xiaomi","Redmi 10A","Redmi Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-6-gb-128-gb"
"Xiaomi","Redmi 10A","Redmi Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-6-gb-256-gb"
"Xiaomi","Redmi 10A","Redmi Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-6-gb-512-gb"
"Xiaomi","Redmi 10A","Redmi Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-8-gb-128-gb"
"Xiaomi","Redmi 10A","Redmi Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-8-gb-256-gb"
"Xiaomi","Redmi 10A","Redmi Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-8-gb-512-gb"
"Xiaomi","Redmi 10A","Redmi Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-12-gb-128-gb"
"Xiaomi","Redmi 10A","Redmi Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-12-gb-256-gb"
"Xiaomi","Redmi 10A","Redmi Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-10a-12-gb-512-gb"
"Xiaomi","Redmi Note 10","Redmi Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-6-gb-128-gb"
"Xiaomi","Redmi Note 10","Redmi Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-6-gb-256-gb"
"Xiaomi","Redmi Note 10","Redmi Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-6-gb-512-gb"
"Xiaomi","Redmi Note 10","Redmi Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-8-gb-128-gb"
"Xiaomi","Redmi Note 10","Redmi Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-8-gb-256-gb"
"Xiaomi","Redmi Note 10","Redmi Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-8-gb-512-gb"
"Xiaomi","Redmi Note 10","Redmi Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-12-gb-128-gb"
"Xiaomi","Redmi Note 10","Redmi Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-12-gb-256-gb"
"Xiaomi","Redmi Note 10","Redmi Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-12-gb-512-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","8 GB","128 GB",64500,66435,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-8-gb-128-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","8 GB","256 GB",70500,72615,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-8-gb-256-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","8 GB","512 GB",75500,77765,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-8-gb-512-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","8 GB","1024 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-8-gb-1024-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","12 GB","128 GB",66900,68907,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-12-gb-128-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","12 GB","256 GB",72900,75087,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-12-gb-256-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","12 GB","512 GB",77900,80237,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-12-gb-512-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","12 GB","1024 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-12-gb-1024-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","16 GB","128 GB",69300,71379,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-16-gb-128-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","16 GB","256 GB",75300,77559,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-16-gb-256-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","16 GB","512 GB",80300,82709,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-16-gb-512-gb"
"Xiaomi","Redmi Note 10 Pro","Redmi Series","16 GB","1024 GB",85300,87859,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-16-gb-1024-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","8 GB","128 GB",64500,66435,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-8-gb-128-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","8 GB","256 GB",70500,72615,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-8-gb-256-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","8 GB","512 GB",75500,77765,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-8-gb-512-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","8 GB","1024 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-8-gb-1024-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","12 GB","128 GB",66900,68907,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-12-gb-128-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","12 GB","256 GB",72900,75087,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-12-gb-256-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","12 GB","512 GB",77900,80237,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-12-gb-512-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","12 GB","1024 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-12-gb-1024-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","16 GB","128 GB",69300,71379,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-16-gb-128-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","16 GB","256 GB",75300,77559,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-16-gb-256-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","16 GB","512 GB",80300,82709,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-16-gb-512-gb"
"Xiaomi","Redmi Note 10 Pro+","Redmi Series","16 GB","1024 GB",85300,87859,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-10-pro-16-gb-1024-gb"
"Xiaomi","Redmi 11","Redmi Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-6-gb-128-gb"
"Xiaomi","Redmi 11","Redmi Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-6-gb-256-gb"
"Xiaomi","Redmi 11","Redmi Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-6-gb-512-gb"
"Xiaomi","Redmi 11","Redmi Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-8-gb-128-gb"
"Xiaomi","Redmi 11","Redmi Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-8-gb-256-gb"
"Xiaomi","Redmi 11","Redmi Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-8-gb-512-gb"
"Xiaomi","Redmi 11","Redmi Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-12-gb-128-gb"
"Xiaomi","Redmi 11","Redmi Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-12-gb-256-gb"
"Xiaomi","Redmi 11","Redmi Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-11-12-gb-512-gb"
"Xiaomi","Redmi Note 11","Redmi Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-6-gb-128-gb"
"Xiaomi","Redmi Note 11","Redmi Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-6-gb-256-gb"
"Xiaomi","Redmi Note 11","Redmi Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-6-gb-512-gb"
"Xiaomi","Redmi Note 11","Redmi Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-8-gb-128-gb"
"Xiaomi","Redmi Note 11","Redmi Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-8-gb-256-gb"
"Xiaomi","Redmi Note 11","Redmi Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-8-gb-512-gb"
"Xiaomi","Redmi Note 11","Redmi Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-12-gb-128-gb"
"Xiaomi","Redmi Note 11","Redmi Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-12-gb-256-gb"
"Xiaomi","Redmi Note 11","Redmi Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-12-gb-512-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-6-gb-128-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-6-gb-256-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-6-gb-512-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-8-gb-128-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-8-gb-256-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-8-gb-512-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-12-gb-128-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-12-gb-256-gb"
"Xiaomi","Redmi Note 11s","Redmi Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11s-12-gb-512-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","8 GB","128 GB",64500,66435,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-8-gb-128-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","8 GB","256 GB",70500,72615,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-8-gb-256-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","8 GB","512 GB",75500,77765,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-8-gb-512-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","8 GB","1024 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-8-gb-1024-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","12 GB","128 GB",66900,68907,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-12-gb-128-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","12 GB","256 GB",72900,75087,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-12-gb-256-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","12 GB","512 GB",77900,80237,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-12-gb-512-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","12 GB","1024 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-12-gb-1024-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","16 GB","128 GB",69300,71379,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-16-gb-128-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","16 GB","256 GB",75300,77559,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-16-gb-256-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","16 GB","512 GB",80300,82709,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-16-gb-512-gb"
"Xiaomi","Redmi Note 11 Pro","Redmi Series","16 GB","1024 GB",85300,87859,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-16-gb-1024-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","8 GB","128 GB",64500,66435,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-8-gb-128-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","8 GB","256 GB",70500,72615,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-8-gb-256-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","8 GB","512 GB",75500,77765,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-8-gb-512-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","8 GB","1024 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-8-gb-1024-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","12 GB","128 GB",66900,68907,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-12-gb-128-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","12 GB","256 GB",72900,75087,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-12-gb-256-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","12 GB","512 GB",77900,80237,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-12-gb-512-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","12 GB","1024 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-12-gb-1024-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","16 GB","128 GB",69300,71379,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-16-gb-128-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","16 GB","256 GB",75300,77559,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-16-gb-256-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","16 GB","512 GB",80300,82709,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-16-gb-512-gb"
"Xiaomi","Redmi Note 11 Pro+","Redmi Series","16 GB","1024 GB",85300,87859,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-11-pro-16-gb-1024-gb"
"Xiaomi","Redmi 12","Redmi Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-6-gb-128-gb"
"Xiaomi","Redmi 12","Redmi Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-6-gb-256-gb"
"Xiaomi","Redmi 12","Redmi Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-6-gb-512-gb"
"Xiaomi","Redmi 12","Redmi Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-8-gb-128-gb"
"Xiaomi","Redmi 12","Redmi Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-8-gb-256-gb"
"Xiaomi","Redmi 12","Redmi Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-8-gb-512-gb"
"Xiaomi","Redmi 12","Redmi Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-12-gb-128-gb"
"Xiaomi","Redmi 12","Redmi Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-12-gb-256-gb"
"Xiaomi","Redmi 12","Redmi Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-12-12-gb-512-gb"
"Xiaomi","Redmi Note 12","Redmi Series","6 GB","128 GB",14500,14935,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-6-gb-128-gb"
"Xiaomi","Redmi Note 12","Redmi Series","6 GB","256 GB",20500,21115,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-6-gb-256-gb"
"Xiaomi","Redmi Note 12","Redmi Series","6 GB","512 GB",26000,26780,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-6-gb-512-gb"
"Xiaomi","Redmi Note 12","Redmi Series","8 GB","128 GB",15700,16171,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-8-gb-128-gb"
"Xiaomi","Redmi Note 12","Redmi Series","8 GB","256 GB",21700,22351,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-8-gb-256-gb"
"Xiaomi","Redmi Note 12","Redmi Series","8 GB","512 GB",27200,28016,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-8-gb-512-gb"
"Xiaomi","Redmi Note 12","Redmi Series","12 GB","128 GB",18100,18643,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-12-gb-128-gb"
"Xiaomi","Redmi Note 12","Redmi Series","12 GB","256 GB",24100,24823,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-12-gb-256-gb"
"Xiaomi","Redmi Note 12","Redmi Series","12 GB","512 GB",29600,30488,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-12-gb-512-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","8 GB","128 GB",64500,66435,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-8-gb-128-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","8 GB","256 GB",70500,72615,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-8-gb-256-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","8 GB","512 GB",75500,77765,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-8-gb-512-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","8 GB","1024 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-8-gb-1024-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","12 GB","128 GB",66900,68907,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-12-gb-128-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","12 GB","256 GB",72900,75087,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-12-gb-256-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","12 GB","512 GB",77900,80237,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-12-gb-512-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","12 GB","1024 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-12-gb-1024-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","16 GB","128 GB",69300,71379,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-16-gb-128-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","16 GB","256 GB",75300,77559,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-16-gb-256-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","16 GB","512 GB",80300,82709,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-16-gb-512-gb"
"Xiaomi","Redmi Note 12 Pro","Redmi Series","16 GB","1024 GB",85300,87859,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-16-gb-1024-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","8 GB","128 GB",64500,66435,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-8-gb-128-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","8 GB","256 GB",70500,72615,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-8-gb-256-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","8 GB","512 GB",75500,77765,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-8-gb-512-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","8 GB","1024 GB",80500,82915,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-8-gb-1024-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","12 GB","128 GB",66900,68907,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-12-gb-128-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","12 GB","256 GB",72900,75087,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-12-gb-256-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","12 GB","512 GB",77900,80237,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-12-gb-512-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","12 GB","1024 GB",82900,85387,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-12-gb-1024-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","16 GB","128 GB",69300,71379,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-16-gb-128-gb"
"Xiaomi","Redmi Note 12 Pro+","Redmi Series","16 GB","256 GB",75300,77559,"https://www.cashify.in/sell-old-mobile-phone/used-xiaomi-redmi-note-12-pro-16-gb-256-gb"
